"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"LRRFIP1",6.99767808017095e-11,-0.516675473128204,0.095,0.154,3.42767265401014e-06,"ns"
"RAB6A",7.17182742657485e-11,-0.301183674655724,0.179,0.261,3.51297622835916e-06,"ns"
"AURKAIP1",7.23446337082877e-11,-1.36710132619209,0.023,0.057,3.54365719293306e-06,"down"
"APOL2",7.88937985578716e-11,-0.941386248801077,0.024,0.059,3.86445493476023e-06,"ns"
"HELB",8.2656186272354e-11,-1.33601825342458,0.01,0.037,4.04874797217872e-06,"down"
"MIR29B2CHG",8.28588330801293e-11,-8.4016436777243,0,0.016,4.05867422076397e-06,"down"
"ABHD18",8.28588361850254e-11,-8.60153976946749,0,0.016,4.0586743728511e-06,"down"
"AC119673.2",8.2858837737474e-11,-8.52358792197989,0,0.016,4.05867444889469e-06,"down"
"FAM198B-AS1",8.2858837737474e-11,-8.65573088537791,0,0.016,4.05867444889469e-06,"down"
"AC113414.1",8.2858837737474e-11,-8.86617750445801,0,0.016,4.05867444889469e-06,"down"
"ATP5F1A",8.2858837737474e-11,-8.70211461506747,0,0.016,4.05867444889469e-06,"down"
"RTL8C",8.2858837737474e-11,-8.52356286259377,0,0.016,4.05867444889469e-06,"down"
"ARHGEF10",8.59716517346181e-11,-0.455470107530801,0.181,0.257,4.2111494169168e-06,"ns"
"GNA14",8.64583039755619e-11,-0.606120830493894,0.378,0.446,4.23498710363495e-06,"ns"
"UQCR11",8.83495970599801e-11,-3.360106763797,0.002,0.022,4.32762831278901e-06,"down"
"PNKD",9.0244339073953e-11,-0.572153308445583,0.07,0.123,4.42043846085944e-06,"ns"
"KANK1",9.10247826557781e-11,0.3870709676034,0.492,0.446,4.45866692882798e-06,"ns"
"SQLE",9.15988890369201e-11,-0.594880868168668,0.05,0.096,4.48678838169546e-06,"ns"
"POLR2L",9.39330768930747e-11,-0.917377930424838,0.032,0.07,4.60112390545348e-06,"ns"
"DPH6-AS1",9.83201558432861e-11,0.836511214259796,0.176,0.124,4.81601619367169e-06,"ns"
"ATP1A2",9.97162208041487e-11,0.29335735100833,0.687,0.675,4.88439964364962e-06,"ns"
"COX6A1",1.00950236997526e-10,-2.23912401038096,0.006,0.029,4.94484545884984e-06,"down"
"NDUFB10",1.02312619982394e-10,-0.91657149758599,0.034,0.073,5.01157906459759e-06,"ns"
"STK3",1.04792218544065e-10,-0.336986603871503,0.264,0.35,5.13303724094395e-06,"ns"
"STOM",1.05440466305081e-10,-0.587006282089594,0.046,0.09,5.16479036102177e-06,"ns"
"HNRNPU",1.07335416824243e-10,-1.08497338322998,0.054,0.098,5.25761072230188e-06,"down"
"CTD-2007H13.3",1.09058410770134e-10,0.86014381628733,0.169,0.118,5.34200813475347e-06,"ns"
"ABCA2",1.10260812546474e-10,-0.621122669341536,0.049,0.094,5.40090538096392e-06,"ns"
"KCND3",1.14712946974647e-10,-0.563910493256591,0.092,0.149,5.61898428165914e-06,"ns"
"TLE5",1.19850920130607e-10,-8.65498213186386,0,0.016,5.87065762075752e-06,"down"
"PSMA3-AS1",1.19850922376254e-10,-8.32783703379983,0,0.016,5.87065773075606e-06,"down"
"MIGA1",1.19850924621902e-10,-8.39844474212084,0,0.016,5.8706578407546e-06,"down"
"PILRB",1.19850924621902e-10,-8.62428199793648,0,0.016,5.8706578407546e-06,"down"
"PUM3",1.19850924621902e-10,-8.5785238939488,0,0.016,5.8706578407546e-06,"down"
"ATP5F1D",1.19850924621902e-10,-8.58418898431355,0,0.016,5.8706578407546e-06,"down"
"IL1RAPL1",1.21129956662047e-10,-0.140533839331304,0.169,0.246,5.93330866717703e-06,"ns"
"SNRNP70",1.22139871092213e-10,-0.335189959162875,0.255,0.34,5.98277730570989e-06,"ns"
"TF",1.29258716955845e-10,-0.470145727855152,0.051,0.097,6.33147973264816e-06,"ns"
"TUBA1A",1.40452965262818e-10,-0.508178747884183,0.134,0.2,6.87980759746864e-06,"ns"
"CHD2",1.44265358650155e-10,-0.405266714750538,0.182,0.258,7.06655006276053e-06,"ns"
"MT1M",1.45049583144116e-10,-0.975179895226712,0.116,0.173,7.10496373114822e-06,"ns"
"LGALS3",1.51519264079286e-10,-0.799462530533682,0.051,0.096,7.42186811239565e-06,"ns"
"HEPACAM",1.57995002638864e-10,0.444767896208269,0.396,0.338,7.73906921425949e-06,"ns"
"MFHAS1",1.60895514620317e-10,-0.42330399869819,0.208,0.286,7.88114499264699e-06,"ns"
"TIMM13",1.64552387511625e-10,-1.03046093089334,0.025,0.059,8.06026959748193e-06,"down"
"LRPAP1",1.65465219545505e-10,-0.577469585122636,0.035,0.074,8.10498284899747e-06,"ns"
"GOSR1",1.70235080523375e-10,-0.533456883565788,0.073,0.125,8.33862494927647e-06,"ns"
"SELENOF",1.7336172358666e-10,-8.38324762829114,0,0.016,8.49177730644536e-06,"down"
"COPS9",1.7336172358666e-10,-8.46541776318282,0,0.016,8.49177730644536e-06,"down"
"AC138627.1",1.7336172358666e-10,-8.53019845550938,0,0.016,8.49177730644536e-06,"down"
"AASS",1.79453447597427e-10,-0.404663976194325,0.145,0.215,8.79016822366478e-06,"ns"
"FTH1",1.8868534163161e-10,-0.320611656962123,0.33,0.416,9.24237408914116e-06,"ns"
"S100A6",1.92206893827853e-10,-1.07181879489036,0.032,0.069,9.41487028036971e-06,"down"
"RPLP2",1.93407361945517e-10,-0.358144583581172,0.184,0.263,9.47367281017727e-06,"ns"
"SCG5",2.02085045093319e-10,-0.935511995152082,0.043,0.084,9.89873176380607e-06,"ns"
"HUNK",2.02462969953278e-10,-0.820648390869836,0.025,0.06,9.91724365722142e-06,"ns"
"ACAT2",2.14766895793712e-10,-0.738805305633659,0.042,0.084,1.05199268566634e-05,"ns"
"RORB",2.25397381906913e-10,0.366291116577897,0.531,0.49,1.10406399579463e-05,"ns"
"FGF2",2.2970559930617e-10,-0.394269727565733,0.204,0.282,1.12516693708141e-05,"ns"
"ZMYND8",2.34175292531001e-10,0.588036025085132,0.26,0.201,1.1470608354046e-05,"ns"
"SPON1",2.4629848164298e-10,0.339992065532279,0.47,0.415,1.20644385263181e-05,"ns"
"PRODH",2.50179351619331e-10,0.518314417139183,0.383,0.336,1.22545351803697e-05,"ns"
"AL513217.1",2.5077043850712e-10,-8.71514816880074,0,0.015,1.22834883893943e-05,"down"
"AC079385.1",2.5077043850712e-10,-8.44074507823367,0,0.015,1.22834883893943e-05,"down"
"LINC01896",2.5077043850712e-10,-8.49501890658198,0,0.015,1.22834883893943e-05,"down"
"NDUFB8",2.50770443206461e-10,-8.43520866605694,0,0.015,1.22834886195821e-05,"down"
"AC079760.1",2.50770443206461e-10,-8.40826997873078,0,0.015,1.22834886195821e-05,"down"
"LCN12",2.50770443206461e-10,-8.6706705635031,0,0.015,1.22834886195821e-05,"down"
"EMSY",2.50770443206461e-10,-8.5447672297333,0,0.015,1.22834886195821e-05,"down"
"ZNF875",2.50770443206461e-10,-8.4342709823829,0,0.015,1.22834886195821e-05,"down"
"C9orf16",2.52622850746381e-10,-0.976583490501011,0.041,0.081,1.237422509811e-05,"ns"
"PTPRZ1",2.5262686991874e-10,-0.23024671636716,0.671,0.725,1.23744219692296e-05,"ns"
"DPYSL2",2.5305394840376e-10,-0.31909257763455,0.428,0.514,1.23953415546614e-05,"ns"
"UBE2B",2.6038731322167e-10,-0.572851609691249,0.104,0.163,1.27545517635371e-05,"ns"
"TAX1BP1",2.63522574767525e-10,-0.456256467440024,0.14,0.207,1.29081262798377e-05,"ns"
"ANO6",2.76294721994568e-10,-0.50689416596603,0.09,0.147,1.35337443674599e-05,"ns"
"RTN4",2.78869812784966e-10,-0.312255666577129,0.359,0.455,1.3659880039646e-05,"ns"
"PDK1",2.90117056487092e-10,-1.54289763143472,0.011,0.036,1.42108037779072e-05,"down"
"REV3L",2.904980293831e-10,-0.345499198921936,0.344,0.433,1.42294649732724e-05,"ns"
"GJA1",3.16045179652899e-10,0.458435440653651,0.528,0.489,1.54808410349379e-05,"ns"
"NPTX1",3.34926590482052e-10,-2.23190255549681,0.007,0.03,1.64057091815823e-05,"down"
"IRF1",3.38266766887583e-10,-1.58532745642006,0.01,0.036,1.65693210424545e-05,"down"
"DHX29",3.40204430655466e-10,-0.699981294601388,0.058,0.105,1.66642336267967e-05,"ns"
"IER2",3.59753186671474e-10,1.48243775757543,0.066,0.033,1.76217903427288e-05,"up"
"ODR4",3.62754562604559e-10,-8.39242426100385,0,0.015,1.77688067400591e-05,"down"
"SELENOI",3.62754576201531e-10,-8.43265760549813,0,0.015,1.77688074060796e-05,"down"
"PCNX2",3.62754583000019e-10,-8.41295969933954,0,0.015,1.77688077390899e-05,"down"
"EEF1G",3.62754583000019e-10,-8.37153320077539,0,0.015,1.77688077390899e-05,"down"
"POU3F3",3.62754589798503e-10,-8.56428532931591,0,0.015,1.77688080721001e-05,"down"
"AC092902.4",3.62754589798503e-10,-8.54836093927911,0,0.015,1.77688080721001e-05,"down"
"AC108519.1",3.62754589798503e-10,-8.46900134549642,0,0.015,1.77688080721001e-05,"down"
"GSN",3.73857447395143e-10,0.538221129889394,0.244,0.185,1.83126593457563e-05,"ns"
"AUP1",3.91881941028382e-10,-0.615832015241896,0.055,0.101,1.91955531173932e-05,"ns"
"WWTR1",3.95292622786965e-10,-0.628581529368319,0.118,0.178,1.93626185419739e-05,"ns"
"APIP",4.09380144393664e-10,-0.450259460251327,0.041,0.082,2.00526676128348e-05,"ns"
"PPFIA1",4.10404287103678e-10,-0.33247102797619,0.229,0.312,2.01028331951995e-05,"ns"
"AC007364.1",4.11723249693968e-10,-2.41227845932332,0.009,0.033,2.01674399397597e-05,"down"
"DNM3",4.14858916668227e-10,0.343192133070736,0.574,0.539,2.03210343151598e-05,"ns"
"FAU",4.21384898290935e-10,-0.769682946023416,0.083,0.134,2.06406964729849e-05,"ns"
"ARID5B",4.23429072294318e-10,-0.553224217302878,0.094,0.15,2.07408262481926e-05,"ns"
"GLI3",4.24175842738918e-10,0.401674918364078,0.445,0.394,2.07774053048804e-05,"ns"
"LINC01322",4.26696684675198e-10,-0.50827624580536,0.073,0.124,2.09008837054452e-05,"ns"
"DGKZ",4.514812187582e-10,-0.484896209088577,0.169,0.239,2.21149045384329e-05,"ns"
"MYO6",4.64294887364587e-10,-0.289367996046961,0.428,0.526,2.27425564677796e-05,"ns"
"RP11-692D12.1",4.86267510608857e-10,0.745285293905948,0.183,0.132,2.38188414721536e-05,"ns"
"PPP3CA",4.89795907351151e-10,-0.306991888240587,0.432,0.524,2.39916729297815e-05,"ns"
"RP11-274H2.2",4.96451371900312e-10,-1.22590132873096,0.017,0.047,2.4317677549793e-05,"down"
"ASRGL1",4.99118427141259e-10,-0.361633988056091,0.158,0.229,2.44483179166603e-05,"ns"
"RPL18A",4.99546884318373e-10,-1.89423875272001,0.01,0.035,2.44693050345669e-05,"down"
"NDUFA11",5.24765349759525e-10,-8.30647293021605,0,0.015,2.57045811272708e-05,"down"
"PPP4R3A",5.2476535959532e-10,-8.30854868096926,0,0.015,2.57045816090576e-05,"down"
"CNPY2",5.24765369431119e-10,-8.36011764375578,0,0.015,2.57045820908445e-05,"down"
"ATP5F1C",5.24765369431119e-10,-8.35349181565547,0,0.015,2.57045820908445e-05,"down"
"FGF12",5.27389142547492e-10,-0.464355127418092,0.107,0.166,2.58331023694038e-05,"ns"
"LGI4",5.28763567705611e-10,-0.324988643109192,0.222,0.305,2.59004258369239e-05,"ns"
"MACF1",5.31183555190327e-10,-0.209688330543509,0.877,0.908,2.60189640838878e-05,"ns"
"MTAP",5.59494086537677e-10,-4.79107482427048,0.001,0.017,2.7405698840875e-05,"down"
"NFIL3",5.8813007501871e-10,-1.90894411649698,0.007,0.029,2.88083754646415e-05,"down"
"JUN",5.91530884639994e-10,0.994290122349444,0.138,0.093,2.89749573223208e-05,"ns"
"ADCY8",6.28421530319114e-10,-0.397701883446236,0.172,0.243,3.07819718196212e-05,"ns"
"MBP",6.45228516214468e-10,-0.579280695656139,0.051,0.094,3.16052284097333e-05,"ns"
"MSRA",6.5135162051388e-10,-0.324372733708617,0.271,0.357,3.19051564276314e-05,"ns"
"RMST",6.67505556419061e-10,0.610053513089293,0.223,0.168,3.26964246700749e-05,"ns"
"GPM6B",6.69455505091727e-10,0.26253566440089,0.682,0.665,3.2791939005908e-05,"ns"
"HAUS7",6.76507337771251e-10,-5.14792989268984,0,0.016,3.31373589260492e-05,"down"
"PDGFRB",7.00087553239147e-10,-0.404255292064117,0.183,0.255,3.42923886203131e-05,"ns"
"PSRC1",7.07258841391678e-10,-1.20170983746837,0.016,0.044,3.46436598278886e-05,"down"
"CHD1",7.27033480698542e-10,-0.665669247310372,0.075,0.124,3.56122809850567e-05,"ns"
"MPC2",7.35763131724288e-10,-1.18580698047249,0.018,0.048,3.60398854812508e-05,"down"
"ATP5MG",7.59163727726558e-10,-8.44215371054684,0,0.014,3.718611687523e-05,"down"
"PFKFB2",7.59163741957432e-10,-8.44250313940831,0,0.014,3.71861175723009e-05,"down"
"SMIM29",7.59163741957432e-10,-8.23727560854949,0,0.014,3.71861175723009e-05,"down"
"AL354740.1",7.59163741957432e-10,-8.5438233284764,0,0.014,3.71861175723009e-05,"down"
"PHPT1",7.59163741957432e-10,-8.27297889629087,0,0.014,3.71861175723009e-05,"down"
"AC005670.3",7.59163741957432e-10,-8.37993807340641,0,0.014,3.71861175723009e-05,"down"
"VPS50",7.5916375618831e-10,-8.49786571108958,0,0.014,3.7186118269372e-05,"down"
"ATP5MC2",7.5916375618831e-10,-8.36649338596419,0,0.014,3.7186118269372e-05,"down"
"VSNL1",7.62229618747648e-10,-0.61445523670976,0.104,0.161,3.73362934151161e-05,"ns"
"CSGALNACT1",7.77487956703726e-10,0.321302941896124,0.564,0.527,3.80836925832186e-05,"ns"
"WBP2",7.86314318165623e-10,-0.386743619303765,0.102,0.16,3.85160342467067e-05,"ns"
"PPP1CB",9.15254811537108e-10,-0.855698817452447,0.058,0.102,4.48319264335222e-05,"ns"
"NCAM2",9.37660833913665e-10,0.221820024193747,0.725,0.691,4.5929440627593e-05,"ns"
"FAM20C",9.50151926356801e-10,-0.730908235062514,0.046,0.087,4.65412918087352e-05,"ns"
"RAB11A",9.60561936342592e-10,-0.401328079388129,0.214,0.287,4.70512053278692e-05,"ns"
"ATP6V0E2",9.77652888606375e-10,-0.486194828444026,0.073,0.122,4.78883714426061e-05,"ns"
"ZNF506",9.79144659361082e-10,-5.14274137300237,0,0.015,4.79614428494839e-05,"down"
"ITPRID2",1.09831342071193e-09,-8.38573391388775,0,0.014,5.37986862867322e-05,"down"
"MICOS10",1.0983134413031e-09,-8.2328988154117,0,0.014,5.37986872953495e-05,"down"
"SGO1-AS1",1.0983134413031e-09,-8.61480807607528,0,0.014,5.37986872953495e-05,"down"
"HAGHL",1.09831346189426e-09,-8.39703773695373,0,0.014,5.37986883039666e-05,"down"
"ATP5PF",1.09831346189426e-09,-8.4904590407295,0,0.014,5.37986883039666e-05,"down"
"STRADA",1.10145481183834e-09,-3.07043371998578,0.003,0.02,5.39525610482773e-05,"down"
"SERPINE2",1.12088400807508e-09,0.449902788939915,0.499,0.467,5.49042613675414e-05,"ns"
"RDH11",1.13681541866301e-09,-1.25618551323197,0.022,0.052,5.56846296523704e-05,"down"
"SMTN",1.2431291348948e-09,-0.57607721432952,0.044,0.084,6.08921944145521e-05,"ns"
"SGK3",1.29501557168476e-09,-1.11733690111168,0.047,0.086,6.34337477478345e-05,"down"
"PLAGL1",1.35343985763395e-09,0.881333271090444,0.11,0.068,6.62955445464838e-05,"ns"
"CDHR3",1.38807654810133e-09,-0.393108916261937,0.325,0.402,6.79921535556475e-05,"ns"
"HSPE1",1.50815587295158e-09,-3.84122489307658,0.002,0.019,7.38739991247872e-05,"down"
"SELENOT",1.58906003794352e-09,-8.20054755192352,0,0.014,7.78369278385876e-05,"down"
"PPP2CA",1.58906003794352e-09,-8.4741518927707,0,0.014,7.78369278385876e-05,"down"
"AFG1L",1.58906003794352e-09,-8.36893470954264,0,0.014,7.78369278385876e-05,"down"
"AC013643.2",1.58906003794352e-09,-8.34264121326651,0,0.014,7.78369278385876e-05,"down"
"HDGFL3",1.58906006773974e-09,-8.34816427392872,0,0.014,7.78369292980955e-05,"down"
"PNISR",1.6478417623326e-09,-0.229896498941176,0.446,0.546,8.07162330443378e-05,"ns"
"NHP2",1.65698909422642e-09,-1.40662820102171,0.017,0.045,8.11642968024926e-05,"down"
"PRKCA",1.65887389464697e-09,-0.221579087563223,0.659,0.716,8.12566199814923e-05,"ns"
"EID1",1.73354485495294e-09,-0.575337548462967,0.062,0.108,8.49142276301597e-05,"ns"
"NUCB1",1.77089556115195e-09,-0.548800458346855,0.05,0.093,8.67437772719061e-05,"ns"
"PCMT1",2.09827378402021e-09,-0.82176711503381,0.053,0.094,0.000102779744762662,"ns"
"PARK7",2.20444813624954e-09,-0.769520599120745,0.056,0.099,0.000107980483057911,"ns"
"RBM27",2.29921863247737e-09,-8.20577583833217,0,0.014,0.000112622626274639,"down"
"LRMDA",2.29921876183614e-09,-8.50564337393305,0,0.014,0.00011262263261102,"down"
"NGRN",2.29921876183614e-09,-8.35661246803406,0,0.014,0.00011262263261102,"down"
"RPL10",2.32339857567582e-09,-0.490826319361082,0.134,0.194,0.000113807032432328,"ns"
"PSD3",2.40618680574305e-09,-0.208551691610232,0.63,0.705,0.000117862248305712,"ns"
"SDS",2.49878442599855e-09,-0.822623869163984,0.056,0.098,0.000122397957538687,"ns"
"SLC25A6",2.50486615589067e-09,-0.642083841053792,0.039,0.077,0.000122695858913992,"ns"
"CAPZB",2.52295622523842e-09,-0.300501981483281,0.134,0.198,0.000123581964780853,"ns"
"CDC7",2.56824318371202e-09,-0.938228726933649,0.01,0.034,0.000125800255867766,"ns"
"RP3-395M20.12",2.95100177343606e-09,1.60613784792214,0.038,0.015,0.000144548919868219,"up"
"UBB",3.03216253879892e-09,-0.64869048830495,0.132,0.189,0.000148524417637987,"ns"
"IL6R",3.0793800487617e-09,-0.83033761771168,0.036,0.072,0.000150837272928494,"ns"
"SPAG7",3.27966993558087e-09,-0.878541186741417,0.03,0.064,0.000160648072454558,"ns"
"RPS19BP1",3.30041847449053e-09,-0.808337075644048,0.018,0.045,0.00016166439813597,"ns"
"PAXX",3.3269720326278e-09,-8.31648062521128,0,0.013,0.000162965071074208,"down"
"POLR2H",3.32697209503366e-09,-8.24476303243453,0,0.013,0.000162965074131034,"down"
"AL513166.1",3.32697215743952e-09,-8.41277410345244,0,0.013,0.00016296507718786,"down"
"ILRUN",3.32697215743952e-09,-8.38725035637332,0,0.013,0.00016296507718786,"down"
"BMT2",3.32697215743952e-09,-8.31061739267009,0,0.013,0.00016296507718786,"down"
"AC006148.1",3.32697215743952e-09,-8.47774610478208,0,0.013,0.00016296507718786,"down"
"ERO1A",3.32697215743952e-09,-8.19419020138222,0,0.013,0.00016296507718786,"down"
"AL139317.5",3.32697215743952e-09,-8.12698269462548,0,0.013,0.00016296507718786,"down"
"AC245060.5",3.32697215743952e-09,-8.45419656641733,0,0.013,0.00016296507718786,"down"
"AL683813.1",3.32697215743952e-09,-8.26338549879047,0,0.013,0.00016296507718786,"down"
"EFCAB3",3.35793800004984e-09,-2.60996373940604,0.003,0.02,0.000164481877056441,"down"
"RNF122",3.44051670063545e-09,-2.07938148048873,0.005,0.023,0.000168526829547226,"down"
"RABAC1",3.48356227503822e-09,-0.738583070230081,0.036,0.073,0.000170635330918197,"ns"
"SRSF5",3.61070344091775e-09,-0.275325946289201,0.295,0.385,0.000176863086646474,"ns"
"NDUFS6",3.69299549393842e-09,-0.79879469282502,0.033,0.068,0.000180893998279586,"ns"
"NFAT5",3.7677748765357e-09,0.401656575148748,0.488,0.458,0.000184556916777348,"ns"
"IFT43",3.79693761064965e-09,-0.378684823496562,0.11,0.167,0.000185985394982452,"ns"
"CHURC1",3.85988459657176e-09,-1.97584950502341,0.004,0.023,0.000189068727193875,"down"
"SERGEF",3.9804466656559e-09,-0.442627424284595,0.087,0.138,0.000194974219023823,"ns"
"PDK4",4.06021773379853e-09,0.949286821074249,0.16,0.115,0.000198881645254653,"ns"
"TARDBP",4.13757747377354e-09,-1.90729675394331,0.009,0.031,0.000202670957397849,"down"
"CTC-535M15.2",4.6124808323854e-09,-1.12261855909312,0.01,0.033,0.000225933148612734,"down"
"TXNL4B",4.63533954497042e-09,-0.664798744439907,0.042,0.08,0.000227052836931286,"ns"
"BAG3",4.68062160254466e-09,-0.806152628437986,0.05,0.09,0.000229270887957445,"ns"
"TLCD4",4.81448720850577e-09,-8.23460046781162,0,0.013,0.000235828026934238,"down"
"FAM106A",4.81448729883263e-09,-8.27045040317577,0,0.013,0.000235828031358719,"down"
"AC245297.3",4.81448738915944e-09,-8.11661804679265,0,0.013,0.000235828035783197,"down"
"CDKL3",4.81448738915944e-09,-8.21676390900216,0,0.013,0.000235828035783197,"down"
"AC068888.1",4.81448738915944e-09,-8.21510991668911,0,0.013,0.000235828035783197,"down"
